1.001	0.13587
2.28269	0.13557
2.5	0.14848
3	0.17817
3.5	0.20787
4	0.23756
4.5	0.26726
5	0.29695
5.5	0.32665
6	0.35634
6.5	0.38604
7	0.41573
7.5	0.44543
8	0.47513
8.5	0.50482
9	0.53452
9.5	0.56421
10	0.59391
15	0.89086
20	1.18781
25	1.48477
30	1.78172
35	2.07867
40	2.37563
45	2.67258
50	2.96953
55	3.26649
60	3.56344
65	3.86039
70	4.15735
75	4.4543
80	4.75125
85	5.04821
90	5.34516
95	5.64211
