0	0
0.04796	0.001
0.04767	0.00004
0.04767	0.00006
0.04768	0.00007
0.04768	0.00008
0.04769	0.0001
0.04769	0.00011
0.04769	0.00013
0.0477	0.00014
0.0477	0.00015
0.04771	0.00017
0.04771	0.00018
0.04771	0.00019
0.04772	0.00021
0.04772	0.00022
0.04773	0.00024
0.04773	0.00025
0.04774	0.00026
0.04774	0.00028
0.04778	0.00042
0.04782	0.00056
0.04786	0.0007
0.04791	0.00084
0.04795	0.00097
0.04799	0.00111
0.04803	0.00125
0.04807	0.00139
0.04812	0.00153
0.04816	0.00167
0.0482	0.00181
0.04824	0.00195
0.04828	0.00209
0.04832	0.00223
0.04837	0.00237
0.04841	0.00251
0.04845	0.00264
0.04849	0.00278
0.04891	0.00418
0.04933	0.00557
0.04974	0.00696
0.05016	0.00835
0.05058	0.00974
0.051	0.01113
0.05141	0.01253
0.05183	0.01392
0.05225	0.01531
0.05267	0.0167
0.05308	0.01809
0.0535	0.01948
0.05392	0.02088
0.05434	0.02227
0.05475	0.02366
0.05517	0.02505
0.05559	0.02644
0.05601	0.02783
0.06018	0.04175
0.06436	0.05567
0.06853	0.06958
0.07271	0.0835
0.07688	0.09742
0.08106	0.11134
0.08523	0.12525
0.08941	0.13917
0.09358	0.15309
0.09776	0.167
0.10193	0.18092
0.10611	0.19484
0.11028	0.20875
0.11446	0.22267
0.11863	0.23659
0.12281	0.25051
0.12698	0.26442
0.13116	0.27834
0.17291	0.41751
0.21466	0.55668
0.25641	0.69585
0.29816	0.83502
0.33991	0.97419
0.38166	1.11336
0.42341	1.25253
0.46517	1.3917
0.50692	1.53087
0.54867	1.67004
0.59042	1.80921
0.63217	1.94838
0.67392	2.08755
0.71567	2.22672
0.75742	2.36589
0.79917	2.50506
0.84092	2.64423

