0	0
16.22423	0.001
16.65767	0.0015
16.94099	0.002
17.14592	0.0025
17.30331	0.003
17.42907	0.0035
17.53246	0.004
17.61927	0.0045
17.69339	0.005
17.7575	0.0055
17.81357	0.006
17.86305	0.0065
17.90705	0.007
17.94642	0.0075
17.98185	0.008
18.01389	0.0085
18.04299	0.009
18.06951	0.0095
18.09378	0.01
18.25386	0.015
18.33221	0.02
18.37203	0.025
18.39054	0.03
18.39611	0.035
18.39329	0.04
18.3848	0.045
18.37235	0.05
18.35707	0.055
18.33974	0.06
18.3209	0.065
18.30096	0.07
18.26153	0.075
18.21872	0.08
18.17281	0.085
18.12436	0.09
18.07384	0.095
18.02159	0.1
17.45075	0.15
16.85643	0.2
16.26982	0.25
15.6975	0.3
15.13978	0.35
14.59501	0.4
14.64724	0.45
15.1589	0.5
15.69807	0.55
16.26188	0.6
16.84778	0.65
17.45352	0.7
18.07708	0.75
18.71668	0.8
19.37076	0.85
20.03792	0.9
20.71692	0.95
21.40665	1
28.72361	1.5
36.48624	2
44.47015	2.5
52.57898	3
60.76515	3.5
69.00252	4
77.27557	4.5
85.57453	5
93.89291	5.5

