sensor1, sensor2, sensor3, sensor4, sensor5, sensor6, sensor7, sensor8, junosYHeight, obstacleXDistance, timeInmsec
739, 778, 804, 789, 783, 774, 775, 777, 131, 530, 51933
739, 778, 803, 788, 782, 774, 775, 777, 131, 500, 52051
738, 777, 802, 788, 782, 774, 775, 778, 131, 465, 52170
738, 777, 802, 787, 782, 774, 775, 777, 131, 430, 52291
738, 777, 801, 786, 781, 773, 775, 777, 131, 395, 52414
738, 777, 800, 786, 781, 773, 775, 777, 131, 360, 52533
738, 777, 799, 785, 781, 773, 775, 777, 131, 325, 52650
738, 776, 797, 785, 781, 773, 775, 777, 131, 290, 52771
738, 776, 796, 785, 780, 773, 775, 777, 131, 255, 52892
738, 776, 795, 785, 780, 773, 775, 777, 131, 220, 53014
739, 776, 794, 784, 780, 773, 775, 777, 131, 185, 53133
739, 776, 793, 784, 780, 773, 774, 777, 131, 150, 53251
739, 776, 793, 784, 779, 773, 774, 777, 131, 115, 53371
738, 775, 791, 783, 779, 773, 774, 777, 131, 80, 53489
738, 775, 790, 783, 779, 773, 774, 777, 167, 45, 53610
738, 773, 783, 780, 776, 772, 774, 777, 240, 10, 53735
739, 773, 781, 778, 776, 772, 774, 776, 390, -40, 53911
739, 773, 780, 777, 775, 771, 773, 775, 483, -75, 54033
739, 773, 779, 777, 775, 771, 773, 775, 483, -110, 54152
739, 772, 778, 776, 774, 771, 773, 775, 483, -145, 54270
739, 772, 778, 776, 774, 771, 773, 775, 483, -180, 54392
739, 772, 777, 775, 774, 771, 773, 775, 483, 1535, 54510
739, 772, 777, 775, 775, 771, 773, 775, 483, 1500, 54632
738, 772, 777, 775, 775, 772, 773, 775, 483, 1465, 54754
738, 772, 777, 775, 775, 772, 773, 775, 483, 1430, 54872
738, 772, 777, 775, 775, 772, 773, 775, 483, 1395, 54992
738, 772, 777, 775, 775, 772, 773, 775, 483, 1360, 55111
738, 772, 777, 776, 775, 772, 773, 775, 483, 1325, 55230
738, 772, 777, 776, 775, 772, 773, 775, 483, 1290, 55353
738, 772, 777, 776, 776, 772, 773, 775, 483, 1255, 55471
738, 772, 777, 776, 776, 772, 773, 775, 483, 1205, 55655
738, 772, 777, 776, 776, 772, 773, 775, 483, 1170, 55775
738, 772, 777, 776, 776, 772, 773, 775, 483, 1135, 55892
738, 772, 777, 776, 776, 772, 773, 775, 483, 1100, 56012
738, 772, 777, 776, 776, 772, 773, 775, 483, 1065, 56131
738, 772, 777, 776, 776, 772, 773, 775, 483, 1035, 56249
738, 772, 777, 776, 776, 772, 773, 775, 483, 1000, 56373
739, 772, 777, 777, 776, 772, 773, 775, 483, 965, 56493
739, 772, 777, 777, 776, 772, 773, 775, 483, 930, 56611
739, 772, 777, 777, 776, 772, 773, 775, 483, 895, 56731
739, 772, 777, 777, 776, 772, 772, 775, 483, 860, 56851
739, 772, 777, 777, 776, 772, 772, 775, 483, 825, 56969
739, 772, 777, 777, 776, 772, 772, 775, 483, 790, 57092
739, 773, 777, 777, 776, 772, 772, 775, 483, 755, 57209
739, 776, 781, 779, 779, 773, 773, 777, 483, 715, 57331
739, 778, 793, 784, 781, 774, 774, 778, 457, 685, 57451
739, 779, 801, 787, 782, 774, 775, 778, 371, 650, 57575
739, 779, 804, 788, 782, 774, 775, 778, 259, 615, 57689
739, 779, 805, 788, 781, 774, 775, 777, 140, 575, 57811
739, 778, 805, 789, 781, 774, 775, 777, 140, 540, 57931
739, 778, 805, 788, 781, 774, 774, 777, 140, 505, 58051
739, 778, 804, 788, 781, 774, 774, 777, 140, 470, 58171
739, 778, 804, 788, 781, 774, 775, 777, 140, 435, 58290
739, 778, 803, 788, 781, 774, 775, 777, 140, 400, 58414
739, 777, 802, 787, 780, 774, 774, 777, 140, 370, 58530
739, 777, 800, 787, 780, 773, 774, 777, 140, 335, 58650
739, 777, 799, 786, 780, 773, 774, 777, 140, 300, 58771
739, 777, 799, 786, 780, 773, 774, 777, 140, 265, 58891
739, 777, 798, 786, 780, 773, 774, 777, 140, 230, 59010
739, 777, 798, 786, 780, 774, 775, 777, 140, 195, 59131
739, 777, 798, 786, 780, 774, 775, 777, 140, 160, 59255
739, 777, 796, 786, 780, 773, 774, 777, 140, 125, 59371
739, 777, 795, 785, 780, 773, 774, 777, 140, 85, 59490
739, 776, 795, 785, 780, 773, 774, 777, 140, 50, 59611
739, 776, 794, 785, 780, 773, 774, 777, 140, 15, 59733
739, 776, 794, 785, 780, 773, 775, 777, 140, -20, 59851
739, 776, 793, 785, 780, 774, 775, 777, 140, -60, 59970
739, 776, 793, 784, 780, 774, 775, 777, 140, -95, 60090
739, 776, 792, 784, 779, 773, 774, 777, 140, -130, 60211
739, 776, 791, 784, 779, 773, 774, 777, 140, -165, 60332
739, 775, 789, 783, 778, 773, 774, 777, 176, -205, 60452
