sensor1, sensor2, sensor3, sensor4, sensor5, sensor6, sensor7, sensor8, junosYHeight, obstacleXDistance, timeInmsec
738, 781, 786, 784, 777, 773, 775, 775, 483, 1120, 65417
738, 781, 786, 784, 777, 773, 775, 775, 483, 1090, 65537
738, 781, 786, 784, 777, 773, 775, 775, 483, 1060, 65658
738, 781, 786, 784, 777, 773, 775, 775, 483, 1035, 65775
738, 781, 786, 784, 777, 773, 775, 775, 483, 1005, 65897
738, 781, 786, 784, 777, 773, 775, 775, 483, 975, 66017
738, 781, 785, 784, 777, 772, 775, 775, 483, 945, 66136
738, 781, 785, 784, 777, 772, 775, 775, 483, 915, 66257
738, 782, 785, 784, 777, 772, 775, 775, 483, 885, 66376
738, 782, 785, 784, 777, 772, 775, 775, 483, 855, 66497
738, 782, 785, 783, 777, 772, 774, 775, 483, 825, 66619
738, 782, 785, 783, 777, 772, 774, 775, 483, 795, 66738
738, 782, 785, 783, 777, 772, 774, 775, 483, 765, 66857
738, 782, 785, 783, 776, 772, 774, 775, 483, 740, 66977
738, 782, 785, 783, 777, 772, 774, 775, 483, 710, 67097
738, 782, 785, 783, 777, 772, 774, 775, 483, 680, 67216
738, 782, 785, 783, 777, 772, 774, 775, 483, 650, 67337
738, 782, 786, 783, 777, 772, 774, 775, 483, 620, 67458
741, 792, 789, 785, 778, 772, 775, 776, 483, 595, 67577
742, 803, 801, 793, 781, 772, 776, 777, 483, 565, 67697
741, 806, 811, 800, 782, 772, 776, 777, 483, 535, 67817
741, 805, 814, 803, 782, 772, 776, 777, 435, 505, 67939
741, 804, 816, 805, 782, 772, 776, 777, 381, 475, 68058
741, 803, 816, 805, 782, 773, 776, 777, 322, 445, 68178
740, 803, 816, 805, 782, 773, 776, 777, 273, 420, 68297
740, 802, 816, 805, 782, 773, 776, 777, 216, 390, 68417
740, 802, 816, 804, 782, 773, 776, 777, 162, 360, 68539
740, 801, 816, 804, 782, 773, 776, 777, 135, 330, 68657
740, 800, 816, 804, 782, 773, 776, 777, 135, 300, 68777
740, 799, 815, 804, 781, 773, 776, 777, 135, 270, 68895
740, 798, 813, 802, 781, 773, 776, 777, 135, 245, 69016
740, 798, 812, 801, 781, 773, 776, 777, 187, 215, 69137
740, 798, 811, 800, 781, 773, 776, 777, 237, 185, 69258
740, 797, 810, 800, 781, 773, 775, 777, 291, 155, 69376
740, 797, 810, 800, 781, 773, 775, 777, 372, 110, 69559
740, 797, 809, 800, 781, 773, 775, 777, 428, 80, 69677
740, 797, 809, 800, 781, 773, 775, 777, 483, 50, 69797
740, 797, 809, 799, 781, 773, 775, 777, 483, 20, 69918
740, 796, 808, 799, 781, 773, 775, 777, 483, -5, 70036
739, 795, 807, 798, 780, 773, 775, 777, 483, -35, 70159
739, 792, 804, 796, 780, 773, 775, 776, 483, -65, 70276
738, 788, 800, 793, 778, 772, 775, 776, 483, -95, 70397
738, 786, 796, 790, 777, 772, 775, 776, 483, -125, 70518
738, 785, 793, 788, 777, 772, 774, 776, 483, -155, 70635
738, 784, 791, 787, 776, 772, 774, 775, 483, -185, 70758
